id,category,cluster_id,brand,title,description,price,specTableContent
17557347,Jewelry,854223,," ""Hamilton Seaview Day Date Auto H37565131"" ""Seaview Auto""","""<p> Metals in Time is known for having a vast selection of stylish luxury timepieces, from the most trusted watch brands. We offer only top quality timepieces and we provide excellent service to go along with it. There is nothing quite as spectacular as owning a finely crafted watch. It makes a sophisticated statement and is as smart as it is practical. We know that watches come with a variety of features and functions and our skilled staff will help you navigate through our inventory to find the best timepiece to fit your needs. </p>
<p> This H37565131 Hamilton watch is from the attractive Seaview Day Date Auto collection. Hamilton fine timepieces are both functional and stylish. This H37565131 Stainless steel Gents Hamilton timepiece includes a resilient Scratch resistant sapphire crystal for worry-free wear. Whether you are looking  for a stylish or casual  watch, we have just what you want. Shop with assurance knowing Metals in Time is an authorized Hamilton dealer. </p>"" ",,
8042890,not found,1588634,," ""TomTom Runner 2 Cardio GPS Watch with Music Large Strap - Blue""@en Blue | Start Fitness""@en","""
The TomTom Runner 2 Cardio GPS Watch with Music has all the features you would expect from a GPS multisports watch plus a built in heart rate monitor and the capacity to store all your favourite music.
""@en ",," Model Number 1RFM.001.01 Brands TomTom Colour Blue Manufacturer Colour Sky Captain Blue / Scuba Blue Season Autumn 2015, Winter 2015"
10075393,Jewelry,189515,"""TAG Heuer""@en-us"," "" TAG HEUER CARRERA Calibre 5 Day-Date Automatic Watch 100 M - ∅41 mm WAR201E.FC6292 ""@en-us ""TAG Heuer Carrera 41 | watch price""@en-us",""" Discover the TAG Heuer Carrera Calibre 5 Day-Date Automatic Watch 41 mm WAR201E.FC6292 ""For people who truly value style, a Day-Date model joins the Carrera Calibre 5 range."".""@en-us ",,
3616530,Jewelry,527492,"""TAG Heuer""@en-us"," "" TAG HEUER CARRERA Calibre 8 GMT Automatic Watch 100 M - ∅41 mm WAR5010.BA0723 ""@en-us ""TAG Heuer Carrera 41 | watch price""@en-us",""" Discover the TAG Heuer Carrera Calibre 8 GMT Automatic Watch 41 mm WAR5010.BA0723 The TAG Heuer Carrera Calibre 8 is equipped with the GMT function and a Grande Date to make it perfectly readable..""@en-us ",,
15765464,Jewelry,547135,," ""Tissot PRC 200 Automatic T055.430.11.057.00 Powermatic 80""@es catálogo oficial Laguardajoiers distribuidor de Tissot en Barcelona""@es ""Reloj T-Sport 80","""Reloj Tissot T-Sport PRC 200 Automatic T0554301105700 Powermatic 80, relojes Tissot y catálogo actualizado""@es ",,
2954191,Other_Electronics,16064940,"""TomTom""@en"," ""TomTom Runner 3 Cardio + Music GPS Sports Watch Bluetooth Headphones - Black / Green""@en Green online""@en","""Run with over 500 songs and your heart rate on your wristFeatures

Built-in Heart Rate Monitor: See your heart rate on your wrist with the built-in heart rate monitor. No chest strap needed.*
GPS Tracking: Time. Distance. Speed. Pace. Routes. Live stats, on the go.
Play over 500 songs from your watch: Over 500 Songs of Music Storage (3GB)
Multisport Modes: Track all your sports. Run. Bike. Swim. Treadmill. Gym. Indoor cycling and more.
Route Exploration: Explore new routes and find your way back to the start.
Long Battery Life: Get up to 11 hours of battery lifetime when tracking yourself with GPS
24/7 Activity Tracking: Capture your heart rate, steps, active minutes, and calories burned throughout the day.
Race Mode: Select one of your past performances to race against.
Interval Training: Improve speed and fitness with custom work-rest sessions.
Perfect Fit: Select large or small watch straps to ensure the perfect fit for your wrist.
Indoor Training Mode: Track your performance on the treadmill or in the gym.
Wireless Syncing: Sync your watch wirelessly with your favourite running apps.
Water Resistant to 40m: Get wet. Dive into the pool and run in all weather conditions.
Customisable Straps: Switch watch straps to fit your kit or match your mood.
Social sharing: Celebrate your success with friends. Share your workouts online.
QuickGPS: Get started faster with quicker GPS reception
Ultra-Slim Design: Notice your watch only when you want to
One-Button Control: Navigate easily through menus with a single button.
Goal Setting: Set and track your progress on daily and weekly goals.
Automatic Sleep Tracking: Track your sleep patterns and know if you're getting the sleep you need.
5 Heart Rate Training Zones: Training in 5 different heart rate zones helps to get results faster.""@en ",,
2594676,Jewelry,9040309,"""Omega"""," ""Omega Speedmaster Moonwatch 311.30.42.30.01.005"" 311.30.42.30.01.005 Watch | Watchfinder & Co.""","""This Omega has undergone a thorough inspection of accuracy, functionality and condition at our Omega certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity."" ",," Name Monthly Repayment Total Amount Cost of Credit APR Interest Free Finance (6 Months) £393.75 £3,150.00 £0.00 0% Interest Free Finance (12 Months) £196.87 £3,150.00 £0.00 0% Classic Credit 24 Months 9.9% £108.46 £3,390.54 £240.54 9.9% Classic Credit 36 Months 9.9% £75.65 £3,510.90 £360.90 9.9% Classic Credit 48 Months 9.9% £59.35 £3,636.30 £486.30 9.9%"
9512537,Jewelry,13592646,," ""Chopard Superfast Watch 161291-5001"" 161291-5001 | Dejaun Jewelers""","""Null"" ",,
5395044,Jewelry,347602,," ""Mens Emporio Armani Stainless Steel Necklace ""@de ""Schmuck online bestellen | DE Watch Shop™""@de",,,
7335136,Jewelry,185116,"""Casio""@en"," ""G-Shock Men´s Watch""@en ""Casio G-Shock Watch GA-110MB-1AER nur € 129.00""@en",,, General Target Group: Mens Case housing diameter: 51 mm housing height: 17 mm Shape: Round housing color: Black glass: Mineral crystal Material: Synthetic
4602305,Jewelry,768940,," ""Michele Serein Watch MWW21A000001"" ""Shop Michele MWW21A000008 Watches | Northeastern Fine Jewelry""","""<p>This exceptional timepiece, model number MWW21A000001 from Michele offers elegance and high tech functionality for your everyday fashion. This Ladies timepiece features some of the most contemporary and useful features. </p>

<p> 
This is a watch of enormous functionality and distinct style. A silver dial was decorated to the highest standards in watchmaking. This watch includes small second hand, day, date, central 60 second hand complications. Its complications will amaze you because of this piece’s technical precision. The numbers on this timepiece are in roman numeral style, adding to this piece’s luxurious feel. The neat round case is 40 mm. The case is expertly crafted of stainless steel, both attention grabbing and structurally stable. The watch’s stainless steel band fits snugly and fashionably over your wrist. This watch's bezel features gorgeous stainless steel that speaks for itself. This bezel is one for the ages and will always be by your side. It encloses the scratch resistant sapphire crystal of the watch. It has a 150 ft (50 meter) water resistance. The true highlight of this piece is the diamonds that are located in the bezel of this watch. </p>

<p>Northeastern Fine Jewelry knows exactly what features watch lovers adore. For more information, call 1-855-795-NEFJ or email at info@nefj.com.</p>"" ",,
7189568,Jewelry,350944,," "" Mens Casio G-Shock Alarm Chronograph Watch GA-800-4AER ""Sale | The Hut""",,,
11471430,Jewelry,396570,," ""Raymond Weil Noemia Watch 5132-STS-00985"" ""Shop Raymond 5132-ST-00985 Watches | Costello Jewelry Company""","""<p> At Costello Jewelry Company we offer a vast selection of well-crafted watches.We are proud to be a Raymond Weil retailer. As an authorized retailer, you can be sure that every Raymond Weil watch we carry is 100% authentic and backed by a generous warranty.  Raymond Weil watches are crafted for precision and they are sought after for their attention to detail. This 5132-STS-00985 Stainless steel Ladies Raymond Weil watch features a Scratch resistant sapphire crystal for worry-free wear. Whether you are looking for a watch that is stylish and sophisticated or casual and athletic we are confident that you’ll find just what you are looking for. </p>"" ",,
2551680,Jewelry,8101795,," ""Custom 3 Birthstone Heart Family Tree Necklace"" Pendant | Eve's Addiction®""","""Personalize the 3 Birthstone Heart Family Tree Necklace for someone in your life! Featuring a stunning heart shaped family tree charm that can be customized with 3 birthstones, this pendant is ideal for someone who has three children or grandchildren. The family tree heart measures 3/4 inches long and dangles from your choice of 16, 18 or 20 inch rolo chain. The Sterling Silver 3 Heart Birthstone Family tree, along with all of Eve's Addiction's birthstone jewelry can be personalized the same day you order and shipped in 24 hours within an Eve's Addiction gift box.
Details: • 3 Birthstones • Heart Family Tree Pendant • Variety of Rolo Chain Lengths Available • .925 Sterling Silver"" ",,
13509760,Cellphones_and_Accessories,16060096,"""Samsung""@en-US"," ""Samsung Gear Fit2 Smartwatch Large, Black""@en-US ""Accessories - Page 194 | Roaming Free Sims""@en-US","""When youâ€™re looking for motivation to stay at your best, the Samsung GearFit2 keeps you in the zone. It automatically recognizes whatever youâ€™re doing and starts monitoring steps, distance, Heart rate and more. You can even Map your run with the Accurate Built-in GPS. Receive and responds to notifications from your wrist and turn up the music that gets you moving. We all have goals. The Samsung GearFit2 will help you achieve yours.""@en-US ",,
130831,Jewelry,12247538,," ""Carl F Bucherer Peripheral Watch 00.10917.08.73.11"" ""Shop Carl 00.10917.08.83.11 | Moyer Fine Jewelers""","""<p>An intricate watch will never fail to deliver sophistication and style- and this timepiece from Carl F Bucherer brings you just that. This Gents’ watch can surely be an awe-striking piece once you lay eyes upon it. With a Diamond bezel, this beauty represents thorough craftsmanship. Resting upon the Bezel are dazzling diamond stones that border the watch mesmerizingly. The Stainless steel case that encloses this piece’s mechanism is also proof of the quality that comes from this stylish item. Also important to note is the Scratch resistant sapphire crystal that protects the dial. With additional Small second hand, Date, Central 60 second hand complications to spice up this already brillliant timepiece, you’ll surely bring home a winner if you get yourself one of these beauties. </p>
<p>This chic and classy watch from Carl F Bucherer has a Pin buckle clasp type and sports a Automatic (self winding) movement. The numbers in the face of the dial are in Indexes. It is also water resistant for 100 ft (30 meter). </p>
<p>This watch is just one of the many impressive pieces we have in store for you. Moyer Fine Jewelers is an authorized dealer of Carl F Bucherer. We are available to answer your questions and look forward to hearing from you soon. </p>"" ",,
3791455,Jewelry,1005006,," "" Daniel Wellington Men's Glasgow Silver 40mm Watch""@en ""Men's Watch (DW00100018) - WATCH SHOP.com™""@en","""This slim-line gents Daniel Wellington Glasgow Silver 40mm watch has a stainless steel case and is fitted with a quartz movement. It is fastened with a multicolour fabric strap and has a white dial. ""@en ",,
17557385,Jewelry,768940,," ""Michele Serein MWW21A000001"" ""Serein""","""<p> This Ladies watch by Michele is a stunning piece made to make you look sporty and stylish. It’s model number is MWW21A000001, and the band material is Stainless steel. In addition, enhancing the look further is the Silver-colored dial, making it an exemplary timepiece to be added to your collection. It also has a water resistance for up to 150 ft (50 meter). </p>
<p>As an authorized retailer of Michele, Albriton’s Jewelry in Jackson, Mississippi proudly presents you this timepiece with model number MWW21A000001. Our retail store exclusively carries 100% authentic items from the finest brands in the jewelry business. If you want more information about this item or any other general inquiries, feel free to reach us by phone, email or by visiting directly to our store. Our expert staff will be happy to assist you with your inquiries. </p>"" ",,
16663039,Jewelry,59615,," ""Hamilton American Classic Valiant Quartz Watch H39251194""","""
                             A luxurious watch is more than just practical for telling time, it is also a incredible piece of fine jewelry. This Ladies Hamilton H39251194 watch is from the finely crafted Valiant Quartz collection. It includes a accurate Quartz (battery) movement. 
 Are you looking for an exceptional gift? This stylish timepiece is an incredible way to commemorate any occasion. Safa Jewelers of Philadelphia is thrilled to be an authorized Hamilton retailer, so you can be sure timepieces are designed to last and will be loved for years to come.                         "" ",,
8660298,Jewelry,14009772,," ""Blair Watch""@en ""Michael Kors Blair Watch | SHOPBOP""@en","""
            
            
            

            
            
                A gold-tone Michael Kors watch trimmed with sparkling crystals. Hinged-snap clasp.Water resistant to 100 meters.2-year manufacturer warranty.Imported.MEASUREMENTSDial: 1.5in / 4cmBand: 0.75in / 2cmDiameter: 3in / 7.5cm

                
                    Style #
                    MKWAT40175
                

                
                





            
            
        ""@en ",,
17557482,Jewelry,355152,," ""Hamilton American Classic Valiant Auto Watch H39515134"" H39425114"""," it is also a remarkable piece of fine jewelry. This Ladies Hamilton H39425114 watch from the ever popular Valiant Auto collection. It features precise Automatic (self winding) movement. Are you looking for an exceptional gift? timepiece thoughtful way to commemorate any occasion. Safa Jewelers privileged be authorized retailer "" A trendy not just used telling time so can luxury timepieces are built endure and will enjoyed years come.",,
17002323,Jewelry,1071846,," "" Daniel Wellington Men's Dapper 38mm Durham Watch""@en ""Men's Watch (DW00100115) - WATCH SHOP.com™""@en","""This gents Daniel Wellington Dapper 38mm Durham watch has a PVD rose plating PVD rose plating case and is powered by a quartz movement. It is fitted with a brown leather  strap and has a off white dial.  The watch has a date function. ""@en ",,
14432843,Jewelry,597042,," ""Herren Hamilton Jazzmaster Seaview Chronograf Uhr H37512131""@de",,,
9096920,Jewelry,372323,," ""Seiko Flightmaster Solar Chronograph 100m Leather Pilots Watch SSC009P3 ""@en | Dutyfreeislandshop.com""@en","""
        Seiko Flightmaster Solar Chronograph 100m Leather Pilots Watch    ""@en ",, Brand Seiko Gender Men Glass Type Mineral Scratch Resistant Case Material Stainless Steel Strap Material Leather Movement Solar Powered Manufactured In Japan Made Movement Features 1/5 Second Chronograph (Stopwatch) up to 60 Minutes Accuracy of +- 15 Seconds Per Month Calendar (Date Display) 24 Hour Display Insufficient Charge Warning Overcharging Prevention Function Uni-directional Elapsed Time Bezel Luminous Hands and Markers Display Analog Dial Color Black Case Width 42mm Case Depth 13mm Weight - Water Resistance 100m
17557343,Jewelry,784305,," ""Hamilton Jazzmaster Maestro Auto Chrono Watch H32766513"" H32766783"""," "" A exquisite watch is more than just useful for telling time it also a incredible piece of fine jewelry. This Gents Hamilton H32766783 comes from the ever popular Maestro Auto Chrono collection. It features accurate Automatic (self winding) movement. Some other benefits this are that water resistant up to 330 ft (100 meter) and includes Scratch sapphire crystal. with generous 2 years international warranty. Are you looking an exceptional gift? stylish timepiece way commemorate any occasion. Safa Jewelers Philadelphia privileged be authorized retailer so can timepieces designed endure will loved come.",,
5703753,Jewelry,4029,," ""Daniel Wellington Classic Man St Mawes rose gold""@en-GB gold 10:35 Watch boutique""@en-GB",,, More Information Price €189.00 EAN 7350068240065 Brand Daniel Wellington Dial type Analogue Dial color White Gender Men Case material Stainless steel Case shape Round Case diameter 40 mm Case thickness 6 mm Case color Rosé gold Glass material Mineral glass Band material Leather Band color Brown Band thickness 20 mm Warranty 2 years Water resistance 3 ATM
17557455,Jewelry,15492705,"""
                        
                            DIESEL
                        
                    ""@en"," ""Diesel 'mr. Daddy 2.0' Chronograph Watch ""@en "" Men's Black Diesel 'rollcage' Exposed"," "" A knurled topring frames a speedometer-inspired watch featuring brushed dial with exposed hardware and applied indexes. Color: black ""@en",,
2345785,Jewelry,412091,," "" Tissot Men's T-Touch Expert Titanium Alarm Chronograph Watch""@en ""Men's Watch (T0134204720200) - WATCH SHOP.com™""@en","""The all-new T-Touch Expert - with chonograph, altimeter, compass, barometer, alarm, thermometer, backlight, 2 alarms, more accurate atmospheric readings, second time zone and is now 100 metres water resistant. Housed in a lightweight titanium case with black rubber strap and deployment clasp.""@en ",,
7796268,Jewelry,11216891,"""Cartier"""," ""Cartier Santos 100 W20072X7"" W20072X7 Watch | Watchfinder & Co.""","""This Cartier has undergone a thorough inspection of accuracy, functionality and condition at our Cartier certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity."", ""
                            Invented in 1904, the Santos was the first ever men's wristwatch, originally invented for aviation pioneer Alberto Santos-Dumont to make it easier to check the time while flying. The watch was a game-changer in the industry thanks to Santos-Dumont's huge popularity and fame, and to celebrate the origins of the timepiece, Cartier produced a wonderful series of Santos watches called the Santos 100. Modern Santos watches still maintain the classic hallmarks of the original, including the rounded square case, Roman numeral hour markers and fully incorporated lugs—as well as the wonderful gold bezel on this model. 
                            
                        "" ",,
11815503,Jewelry,477867,," "" Suunto Men's Ambit 3 Peak Bluetooth GPS Chronograph Watch""@en ""Men's Watch (SS020677000) - WATCH SHOP.com™""@en","""Key features: 

OUTDOOR AND MULTISPORT

Route navigation
Up to 50 h battery life with GPS
Compass
Altitude (FusedAltiTM)
Sunrise/sunset
Temperature
Heart rate in swimming**
Activity based recovery time
Speed, pace and distance
Bike power support (Bluetooth Smart)
Multiple sports in one log
Training programs
Growing feature set through Suunto Apps

**with Suunto Smart Sensor
Note! The Ambit3 watches are not compatible with ANT+ (e.g. Suunto ANT PODs, Suunto Dual or Suunto ANT belt)

CONNECTIVITY

Upload and share your moves instantly*
Customize your watch on the go*
Time and GPS satellite data up to date on the go*
Use your phone as second watch display* (Add an extended battery pack for your iPhone to support even longer adventures.)
See calls, messages and push notifications on the watch*

ENRICH, RELIVE AND SHARE

Take photos during your Move showing your current speed, distance, and more*
Create a Suunto Movie of your Move with 3D map, key metrics and images*
Share your experience instantly to your social media networks*

*with the Suunto Movescount App and smartphone

COMPATIBLE DEVICES WITH THE SUUNTO MOVESCOUNT APP ARE: 

iPad 3rd generation and later
iPad Mini/iPad Air
iPhone 4s/iPhone 5/iPhone 5c/iPhone 5s
iPod touch 5thgeneration
iPhone and iPad are trademarks of Apple Inc.

Ambit3 Peak and Ambit3 Sport support notifications from iPhone/iPad in the following languages: English, Dutch, Finnish, French, German, Italian, Portuguese, Spanish and Swedish.

WHAT'S IN THE BOX?	
Suunto Ambit3 Peak Black, USB cable, Quick Guide, Warranty Leaflet""@en ",,
14768934,Jewelry,1005552,," ""Hamilton Jazzmaster Day Date Auto Watch H32505731""","""
                             A high-end watch is more than just useful for telling time, it is also a enduring piece of fine jewelry. This Gents Hamilton H32505731 watch is from the skillfully crafted Day Date Auto collection. It features a accurate Automatic (self winding) movement. Some other benefits of this watch are that it is water resistant up to 150 ft (50 meter) and includes a Scratch resistant sapphire crystal. This watch also comes with a generous 2 years international warranty. 
 Are you looking for an exceptional gift? This fine timepiece is a thoughtful way to commemorate any occasion. Safa Jewelers is privileged to be an authorized Hamilton retailer, so you can  all our watches are 100% authentic. These <fine timepieces are built to last and will be loved for years to come.                         "" ",,
7788749,Jewelry,1981397,," ""Fragole""@it ""Trollbeads | Fragole - Trollbeads.com""@it","""
Sono un’esplosione di colori e dolcezza… le fragole avranno sempre un sapore d’estate e di sole. Un pugno di bacche con una piccola perla d’oro al centro.
""@it ","""160,00""@it, ""EUR""@it",
9769981,Jewelry,55974,," ""Polar Loop 2 - Smokey Black""@en "" Polar Running Accessories Black ""@en","""
                                    This wristband tracks your daily activity and even sleep, motivating and guiding you towards to better fitness and health. The Polar Loop 2 allows you to set individual daily activity goals so you can make the most of your workout, while unique technology allows the Loop to track your daily activity at five intensity levels: resting, sitting, low, medium and high so you can see how much progress you’re making. The soft and flexible wristband fits every wrist perfectly and features 85 individually placed LED lights to give you all the information you need. You can even wear the Loop 2 to bed and let it automatically track your sleep. Check Polar Flow app on your smartphone to see how long and well you slept. If you need a wake-up, the Loop 2 will gently vibrate when it's time to rise and shine.Features Include:Tracks your steps and distance.Free online tool for your coach or personal trainer to easily follow your progress.Add a Polar H7 Bluetooth Smart heart rate sensor for live accurate heart rate on your wrist.Smart Calories lets you know exactly how many calories you've burned.Activity Goal shows how active you've been during the day and gives you practical guidance.
                                ""@en ",,
5553061,Jewelry,2899740,"""Omega"""," ""Omega Seamaster Chrono Diver 2599.80.00"" 2599.80.00 Watch | Watchfinder & Co.""","""
                            The Seamaster is one of the most iconic diving watches of all time. Following from Omega's Marine in 1932, the world's first commercially available diving watch, the legend of the Seamaster officially debuted in 1948. By the time of 1957's 300M, it was among the most dependable and professionally sought dive watches from any brand, and it soon pioneered some of the sporty must-have features we associate with such watches, including unidirectional bezels, phosphorescent hands and the helium escape valve. This excellent model is a closely related sister watch to the version made famous by Pierce Brosnan as James Bond in 1995's GoldenEye—kicking off Bond's attachment to the Seamaster that continues to this day. 
                            
                        "", ""This Omega has undergone a thorough inspection of accuracy, functionality and condition at our Omega certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity."" ",,
10526916,Jewelry,8785385,," ""Raymond Weil Maestro Watch 2237-STC-20001"" ""Shop Raymond 2237-ST-65001 Watches | Costello Jewelry Company""","""<p> At Naperville’s most popular jewelry destination we offer a large selection of well-crafted timepieces.We are honored to be a Raymond Weil retailer. As an authorized retailer, you can be sure that every Raymond Weil watch we carry is 100% authentic and backed by a generous warranty.  Raymond Weil watches are crafted for precision and they are purchased for their luxurious details. Whether you are looking for a watch that is stylish and sophisticated or casual and sporty we are confident that you’ll find just what you are looking for. </p>"" ",,
14053857,Jewelry,163505,," ""Herren Daniel Wellington Dapper 38mm Bristol Uhr DW00100090""@de",,,
7922683,Jewelry,13807852,," ""Chopard Happy Sport Medium Automatic Watch 278559-6003"" 274808-5001 | Dejaun Jewelers""","""<p> A fine timepiece makes a brilliant statement of style. While most people think watches are simply a practical accessory, a fine timepiece can also add elegance to your look. At Dejaun Jewelers, we are delighted to offer vast selection of some of the worldâ€™s most beloved luxury watch brands, including Chopard. We are also honored to be an authorized Chopard retailer in Los Angeles. Chopard's extraordinary timepieces are designed to last. This Ladies watch with model number 278559-6003 is part of the unique Happy Sport Medium Automatic collection. The water resistance of this watch is 100 ft (30 meter).</p>"" ",,
2310251,Jewelry,126821,"""Daniel Wellington""@de"," ""Glasgow Rosegold Damenuhr 36mm""@de 20 €""@de ""Daniel Wellington Glasgow 36mm nur 111","""
					Artikel-Nr.: 1632 DW00100031
					
					Elegant-moderne Damenuhr der Marke Daniel Wellington.
					

					Die Oberfläche ist poliert und hat eine rosé-goldfarbene IP Beschichtung.
					

					Gehäuse, Zeiger und IndizesIndizes ist das deutsche Wort für das lateinische Index. Spricht man von Indizes, dann sind die Zahlen die die Zeit anzeigen (bei vielen Uhren z.B. arabische Zahlen: 3, 6, 9, 12, aber auch z.B. römische Zahlen: III, VI, IX, XII) oder stattdessen die Platzhalter dafür gemeint. Platzhalter können je nach Gestaltung der Uhr die Unterschiedlichsten Formen haben. Uhrenindexe werden oft nicht nur aufgemalt sondern auch aufgesetzt – bei exklusiven Uhren auch veredelt (mit z.B. Gold, Rosegold, Silber, Chrom). Noch Fragen? Hier geht es zum Uhren-Lexikon sind aus hochwertigen Edelstahl hergestellt und rosé-goldfarben beschichtet.
					

					Auf dem Zifferblatt befindet sich ein Daniel Wellington Schriftzug mit Logo.
					

					Das Mineralglas schützt die Uhr vor äußeren Einflüssen.
					

					Der Gehäusedurchmesser beträgt ca. 36 mm und hat eine Höhe von ca. 6 mm.
					

					Das hochwertige Natotextilarmband gewährt einen angenehmen Tragekomfort.
					

					Das Band wird mit einer DornschließeEine Dornschließe beschreibt die Verschlussart einer Uhr.  In dem längeren Armbandteil werden löcher gestanzt. Auf der anderen Seite befindet sich die Dornschließe, welche aus einem Dorn und einem Metallbügel in U-Form, diese verhindert, dass der Dorn aus dem Loch rutscht.
Dornschließen sind an diversen Materialien zu finden und erstrecken sich in alle Preisklasse. Häufig findet man Dornschließen bei Lederarmbändern oder Textilarmbändern.

 Noch Fragen? Hier geht es zum Uhren-Lexikon, auf welcher zusätzlich das Logo graviert ist, verschlossen.
					

					100 Tage Niedrigpreisgarantie, bei uhrzeit.org kaufen Sie ohne Preisrisiko!
					

					Für unsere Waren bestehen die gesetzlichen Gewährleistungsrechte
						
				""@de ",,
12622524,Jewelry,148639,"""Fossil"""," ""Fossil ES3487 watch""","""            	                    The Jacqueline collection of Fossil distinguished by its appearance. This classic watch is really a must-have. The model is set with CZ stones. This makes for a tough but elegant look. The size of the case is 30 mm. The model has a bandwidth of 7 mm. The color of the steel band is brown and the case has a beautiful rose gold color. The wateresistance is 3 Atm. / 30 meters. 2 year guarantee on the movement. With a Fossil watch you always have a good quality model at an affordable price.In addition, the models from Fossil are always based on the latest fashion trends.            	                    
            	                        Read more            	                        Close            	                        
    	                        "" ",,
5775498,Jewelry,637661,"""Seiko""@en"," ""Prospex Diver´s Revival Automatic Watch""@en ""Seiko Prospex Watch SRP773K1 nur € 439.00""@en",,,
17557409,Jewelry,11216891,," ""Cartier Santos 100 Watch W20072X7"" ""Shop Cartier WSSA0006 Watches | Northeastern Fine Jewelry""","""<p>This lustrous watch, model number W20072X7 from Cartier gives luxury and high tech functionality for watch lovers. This Gents timepiece adopts a distinctive design as well as classic watchmaking details. </p>

<p> 
This is the watch of insurmountable functionality and distinct style. A silver dial comes complete with intricate hour and minute markings that you’ll love. Its automatic (self winding) movement has unrivaled high-precision. This watch includes central 60 second hand complications. Its complications are distinctively positioned for easy reading. The numbers on this timepiece are in roman numeral style, adding to this piece’s luxurious feel. The case is expertly created out of 18k yellow gold, both attention grabbing and structurally stable. The watch’s alligator band was designed to be worn all day and still be comfortable to wear. This bezel is one that will not be forgotten and will always be found on your wrist. It encloses the scratch resistant sapphire crystal of the watch. It has a 100 ft (30 meter) water resistance. </p>

<p>Northeastern Fine Jewelry knows exactly what features watch lovers adore. For more information, call 1-855-795-NEFJ or email at info@nefj.com.</p>"" ",,
5252524,Jewelry,679144,," ""Mens Classic Dream Watch ""@de ""Tissot T-klassisch Uhren | Official TISSOT Stockist""@de",,,
9293671,Jewelry,5316084,," ""Panerai 2013 Watch PAM00532"" ""Shop Panerai PAM00538 Watches | Northeastern Fine Jewelry""","""<p>This well crafted luxury watch, model number PAM00532 from Panerai gives beauty and first-rate functionality for the modern watch user. This Gents timepiece features some of the most contemporary and useful features. </p>

<p> 
This is a watch of numerous functionality and distinct style. A black dial was decorated to the highest standards in watchmaking. Its manual winding movement features complications you’ll come to cherish. This watch includes small second hand complications. Its complications will amaze you because of this piece’s technical precision. The numbers on this timepiece are in indexes, arabic style, adding to this piece’s luxurious feel. The neat cushion case is 47 mm. The case is finely crafted of stainless steel, both eye catching and structurally stable. The watch’s leather band is smooth and made out of the highest quality materials. This watch's bezel features eye-catching stainless steel that speaks volumes. This bezel is one for the ages and will always be found on your wrist. It has a 330 ft (100 meter) water resistance. </p>

<p>Northeastern Fine Jewelry knows exactly what features watch lovers adore. For more information, call 1-855-795-NEFJ or email at info@nefj.com.</p>"" ",,
8668681,Jewelry,623956,," ""Apple Watch Nike+, 38mm Gris espacial Aluminio Funda Negro/Volt Nike Sport Correa""@es 42mm Camellia Band - Black Friday 2017 ""@es","""Null""@es ",,
8870479,Jewelry,531368,," ""Damen Daniel Wellington Winchester Rose 36mm Uhr DW00100033""@de",,,
8417827,Jewelry,563062,"""Daniel Wellington""@es"," ""Bristol Silver Reloj para mujer 36mm""@es ""Daniel Wellington Bristol 36mm nur 169 00 €""@es",,,
